youtube adding comment in response to video	php,youtube,comments
how do reference field in an expandoobject dynamically 	c#,dynamic,expando
prove that quotient space is homeomorphic to certain space	general-topology
how to determine the baud rate of serial port 	the set of folders cannot be opened	floating two divs one with fixed width	html,css
asp net system io file open test txt system io filemode open error file not found local 	asp.net,file,client,system.io
data exchange with the site for android application	android,html,json,api,http
why u copyonwritearraylist creates local lock variable inside methods	java,concurrency
is it possible to use jax rs as web framework 	java,rest,jax-rs
adding nav controllor to tabbar controllor iphone	iphone,uinavigationcontroller,uitabbarcontroller
andengine scaled scene how to covert scene coordinates into local entity of entity in scene	android,andengine
set method and incrementing	java
how to include document in makefile	could not find sprockets beta in any of the sources	ruby,ruby-on-rails-3,rubygems
event on click the row header of wpf datagrid 	c how can know if certain process is running on remote machine	c#,.net,windows-forms-designer,remote-access
performance through static variables in fortran	optimization,recursion,fortran
problems installing forefront protection for sharepoint	security,anti-virus
keynotfoundexception occur in wp 	drupal node page remove the term link 	php,drupal,drupal-7
injecting http response objects in www mechanize instance	perl,www-mechanize
check whether password match or not in primefaces javascript	java,javascript,jsf-2.0,primefaces
how to customize autocompletetextview dropdown on android	how does hudson work standalone on linux 	linux,web-services,hudson
entity framework the delete statement conflicted with the reference constraint	entity-framework,delete
remove element from xml file using php when need only certain ones	php,xml
assigning pointer to clr type to void using unsafe 	creating alerts in moss document library	windows storage server shadow copy vss enabled for volume but previous version not visible on the server	windows-server-2003,shadow-copy
backup tool for mac os 	need help coloring replacing arbitrary strings using bash and sed	string,bash,colors,sed
prevent html video from being downloaded right click saved 	javascript,html5,menu,html5-video,right-click
javascript http get html text returning null empty 	javascript,html,http,get,xmlhttprequest
adding functionality to wordpress plugin	wordpress,wordpress-plugin
crm closeincidentrequest throws exception when registered on create case post event	scala character is it shortcut for string without spaces 	scala
multiple ntp server instances on one server linux 	include twitter bootstrap by reference	twitter-bootstrap
design issues tendency to write custom methods	why session is disaster in asp net mvc application 	asp.net-mvc-3,session-state
global variable jsp servlets	unselect rows in datatable when tabview changes primefaces 	csv output file error	including phpunit code coverage in phpdoc output	java generics compiles in eclipse and not from commandline	java,eclipse,generics,compilation
ports apache and expressjs	apache,node.js,ports
how can tell jersey to use my messagebodyreader instead using jaxb 	jaxb,jersey,jax-rs
html iframe post switched automatically to get	php,html,post,iframe,get
play gif animation in dynamic y android	openlayers event register not registering	garbage chars appearing in sharepoint generated emails	email
how to require manually installed gems kde plasmoid 	ruby,kde,plasmoid,plasma
azure where does web site store in rdp file system 	mvc validation with lightspeed	inheritance and multiple constructors	ssis sql server integration service xml data flow	ssis
how can modify the schema for an access db in 	c#,sql,ms-access,merge
get customer name for coupon codes in magento	php,magento
right way to play audio in browser 	jquery,html5,audio
grails urlmappings dsl	it is just like if the ui has sort of priority on the active cell in the sheet	google-apps-script
ssh or ftp into cisco router	router,ssh,ftp,cisco
how to stretch the image of pixel	wpf,image,stretch
ssh in java run commands on another machine 	java,ssh
chracter codes in sql like queries 	how can detect user submission of search field in jquery mobile 	android,jquery,jquery-mobile,phonegap,cordova
label expands vertically in qvboxlayout	problem compiling template code	c++,templates
play framework and caching of images	java,caching,playframework
context two columns two margins	how to make search results appear on another page 	send parameter using submit php	many one reductions vs turing reductions and ph	computational-complexity
how do parse this string in ruby 	google maps apiv marker text changes style depending upon the text	google-maps-api-3,google-charts-api
strange behavior of child ul on father li animation	javascript,jquery,html,css
permission to get user email with facebook php sdk	php,facebook-graph-api,facebook-php-sdk
is php addslashes vulnerable to sql injection attack 	php,addslashes
what is old sys exactly and why would receive errors in because of missing macro 	axapta,x++,dynamics-ax-2012,dynamics-ax
singleton example	design-patterns,singleton
visual studio list of all methods in class	variable scope in java script	scope,global-variables
find the least natural number for which the statement is true	elementary-number-theory,natural-numbers
sorting entities and filtering listproperty without incurring in exploding indexes	python,google-app-engine,index,gae-datastore,explode
does mid m n leftrightarrow mid m imply m f f 	number-theory,elementary-number-theory,recreational-mathematics
storing image in database vs file system is this valid use case 	mysql,image
calculate pi in an arbitrary base to arbitrary precision	sequences-and-series,pi,number-systems,computational-mathematics
mysqldb install error mysql error my config no such file or directory	python,django,mysql-python
install multiple os on the same machine without host	how to get exception list checked and unchecked thrown by method by find bugs detector	java,findbugs
turn text inside brackets to an array php	php,regex
mysql or character select query	mysql,regex,select,optional
equivalent of fragmenttransaction attach detach for android 	android,honeycomb,android-fragments,fragment
charting in gtk gtk 	c#,gtk#
how to apply gradient for body tag has no child elements 	html,css
i want to get nodes of parsetree 	how to sync the scrolling of two listboxes 	free mutex issue	displaying values of card using bits in c	fedora on and dedicated server	linux,fedora,1and1
reading defining line of text file in java	java,android,text-files
project creates dll but not obj file	c++,visual-studio,managed
php query with multiple resoruces results to one string 	php,query
running operating system from flash card or flash drive on laptop 	application crashes in initializecomponent 	c#,winforms,initializecomponent,measurement-studio
std map inserting body that is nested structure	c++,insert,nested,structure,stdmap
objects like somevalue somemethod 	project settings in release vs debug mode 	visual-studio-2010
what is the visual runtime 	visual-c++,dll,runtime
execute jquery function on expanding fieldset in drupal	jquery,drupal
svn ssl certificate negotiation failed however we don use ssl certificate on our svn server	ssl,tortoise-svn,ssl-certificate,rubygems
how avoid vignetting using variable nd filter	exposure
proof about orthogonal subspaces	vector-spaces
generic repository how to filter eager loaded navigation properties	entity-framework,entity-framework-4
sleep function on php	php,scheduling,sleep
launch emulator from second activity android eclipse	android,android-emulator,android-activity
insert image file into php imagecreate	php,image,dynamic-image-generation
is there way to create scrollviewiszooming method similar to the scrollviewdidendzooming 	iphone,objective-c,uiscrollview
how to have two values for column in grid	data-binding,advanceddatagrid,aspxgridview
enabling remote access to mysql on debian	nodelist value does not get updated 	java
move row to top in data table 	c#,asp.net
sql server connection string problems	sql-server
redirect all links to include segment in front of the main url	select drop down width chrome issue	html,google-chrome,css3,drop-down-menu,width
how to prevent compiler from removing internal constructor	c#,reflection,compiler-optimization,internal
android app only works after reloading	java,android
why is my flash animation overlaying my div position 	html,css,flash,fancybox
select in with same order with django 	sql,django
vs delay when opening file inside ide	visual-studio-2010
client validation doesn fire on keyup until after manual valid call	jquery,asp.net-mvc-3
netbeans xdebug works but won expose some php variables	undetected virus study at college and now all of the school computers have paint exe autocheck in the startup 	virus
how to make log to be written in console	log4j
how do tell cmake to do these two steps to use winpcap 	c,windows,cmake,winpcap
adding text to pdf after an image	gae new google account interface	google-app-engine,user-interface,user-experience,user-registration
convert from to matrix using arithmetic pointer in language	defining representations representations and semidirect products	abstract-algebra,group-theory,representation-theory
how can find if set of numbers add up to in visual basic 	vb.net,algorithm
dbix class undefined value exception when trying to use create 	caching this mysql table	php,mysql,caching
loading shared library with xcode project objective c	objective-c,c,xcode,cocoa,shared-libraries
if else statement within function which is good practice 	customising uibarbuttonitem in navigation bar 	objective-c,ios,uinavigationcontroller,customization
php session not getting destroyed	php
escaping special characters in java regular expressions	java,regex,design-patterns,escaping
query to display the highest salaries of employees by age	sql,query
how to access an object using variable string 	javascript,html
invalid soapui generated wsdl	how to render float to spaces only if it is less than 	objective-c,ios
perl help removing unwanted characters within split	problem with mpmovieplayercontroller in iphone device	get footer bootom of the page	html,css
solved unwanted rendering delay with responsive video iframe 	css,iframe,responsive-design
rectangle gety returns value less than getmaxy 	java,geometry,awt,rectangle
what is the benefit of being able to map system dependencies as dag directed acyclic graph 	oop,data-structures,directed-acyclic-graphs,binary-decision-diagram
changing lock screen wallpaper iphone programmatically	objective-c,ios,wallpaper,lockscreen
windows phone application deployment error 	windows,windows-phone-7,phone
unpublish app in android market and still get upgrades to users how 	android,upgrade,publish,market
php zend framework how do use union all 	phpbb show latest posts for each forum on index page 	phpbb
where do place this coffee script in rails 	data transfer between two view controller	uitableview,ios5,xcode4.2,storyboard,segue
sql aspnet does not have the authority to perform the requested command basic odbc call to dsn does not work	onclick not firing	asp.net,vb.net,button,event-handling
can still restore my partition table 	mac,testdisk,partition-recovery
how can zip tar files on without first copying them to the server 	how do use my own model classes in conjunction with ef entity classes in mvc 	asp.net-mvc-3,mvc,entity-framework,model
deacceleration and travelled distance	algorithm,physics
concatenating in jsp el through loop	java,jsp,el
reasons for javax mail sendfailedexception no recipient addresses error	java,email,javamail
maintaining browser history when changing page content via ajax	how to check if variable is of type of type thats stored within variable	c#,reflection,types
how do configure grub and ubuntu server to boot to console by default with gui option 	ubuntu,grub
drawing application zoom concept	res keep growing but there is no gc shown via jstat 	apache and virtual hosts problem sites enabled are ignored	apache2,virtualhost
impersonation and delegation with sql server in asp net	asp.net,sql-server,impersonation,delegation
rotating flex graphic object around center	actionscript-3,flex,graphics,rotation
system web httpexception was unhandled by user code message field or property with the name	c#,asp.net,sql,data-binding
c different singleton implementations	c++,design-patterns,static,singleton,lazy-initialization
how to inspect multi object return type	java,arrays,generics,reflection,collections
insert nsmanagedobject already instanced core data	objective-c,ios
php mysqli if data seek is the setter the getter is 	php,mysqli
django storage backend for 	python,django,amazon-s3,boto
reference app relative virtual paths in css file	asp.net,css,background-image,dynamic-css
stubbing activerecord result arrays	ruby-on-rails,ruby,testing,stubbing
qwebview fails to load div external content from embedded resources	html,qt,dynamic,webkit,content
complex fourier series coefficient	fourier-series
flask jinja template br join	surface area problem	calculus
deploying on ec 	amazon-s3,amazon-ec2,amazon-web-services
ctrl will not kill process	ubuntu,terminal,keyboard-shortcuts,gnome-terminal,interrupt
graph library api	python,api,design,graph,python-3.x
delaunay triangulation opencv 	c++,opencv
listings closing parenthesis as delimiter not matched when linebreaks true	listings,line-breaking,delimiters
how to use customed permission in android framework 	android,android-ndk
event tracking not working	google-analytics
found duplicate file for apk license when deploying to my phone	java,android,dependency-injection,guice
eclipse and google apis client library for java	android,eclipse,google-api,m2eclipse,google-api-java-client
i want to remove image in tableviewcell when loading new image in ios	url flow in classipress	php,wordpress,wordpress-theming
how can deactivate the write protection in an openoffice document 	osx,mac,openoffice.org,write-protect
redirect php query	jquery deleting cookies using cookies plugin	zip on the fly compression library in for streaming	c,streaming,compression,zip,on-the-fly
raid advice one raid or two raid on small fileserver	raid,file-server
anyway to boost java jvm startup speed 	java,performance,jvm,daemon,startup
android dimensional hashmap key	the haystack siteconf setting is no longer used can be removed	access ms sql server from centos openoffice calc 	odbc,centos-6,ms-sql,openoffice-base
recompiling jar dependencies	java,jar,dependencies
does mysql record how often it uses indices 	mysql,indexing,innodb
sql server reporting services shutting down without log info	how do open an existing bada project using badaide 	eclipse,ide,bada
jquery add value to the hidden input	javascript,jquery
creating censored dv for survival analysis in long form 	r
how would you implement twitter using nosql kind of db 	database-design,caching,twitter,nosql
display model warnings along with errors in asp net mvc	asp.net-mvc,modelstate
how can skip completely the registration part of virtuemart 	joomla,joomla1.5,virtuemart
how to capture ios crashes in monotouch application	ios,ipad,monotouch,crash-dumps,crash-reports
is my old crt flickering or is it just me 	monitor,crt
how to get string with in the html tag in iphone 	how to copy all the tlabels parented with tpanel on delphi to another tpanel 	delphi,parent,tpanel,tlabel
how make looped animation wait using css 	convert multiple byte to multipage tiff equivalent of image saveadd without gdi 	c#,image,gdi+,tiff
mootools and floatingtips	how do you group select tag and text field tag 	ruby-on-rails
using javascript to replace text	javascript,text,greasemonkey
how to dynamically choose two fields from linq query as result	linq,linq-to-sql
show pdf icon in email instead of pdf image iphone	what means this object new class in php	php,oop
how to run rails application	redirect old wordpress posts to new url	creating dynamic enum and attempting to reference it fail with bindingfailure	how to bind an observable collection to an array of user controls 	wpf,data-binding,mvvm,observablecollection
proper way to transform column and table names in subsonic 	subsonic,subsonic3
set color of selected item in listfragment 	android,android-listfragment
what is the difference when including script tag in html header or body	javascript,html
what wrong with this javascript code getelementbyid 	javascript,div,getelementbyid
what is wow effect in music p configuration 	windows-xp,music,windows-media-player
display screen caption on the first line of the terminal	terminal,screen
jmeter customized report	setting web serer behind di router 	uploading files to server in android	android,file-upload
temporary table in if statement	change read order of hosts allow and hosts deny 	networking,unix
setting up hosted exchange where to install unified messaging 	exchange,exchange-2010,unified-messaging
is there way to flag cookies as httponly in pylons 	cookies,pylons,httponly
forcing document into single page	page-breaking
rails page titles	html,ruby-on-rails,mvc,controller,title
where can get wikipedia xml corpus	xml,search-engine,information-retrieval
cannot install foxit reader add ons on windows vista	is it possible to post only the content page and keep master page as is 	asp.net-2.0,master-pages
cakephp testsuite an ant	 wpdb fatal error	wordpress,wpdb
similarly defined django model classes have weirdly different behavior	mysql,django,unicode,legacy
passing two parameters to function	javascript,jquery
why does sending mails via modem connection is so slow 	ubuntu,postfix,performance,modem,dialup
netbeans platform hide tabs for just one topcomponent	java,netbeans,tabs,remove,platform
jquery validate plugin value in multiple ranges	this is valid code but not valid code 	how to copy file dynamically using inno script 	problem in connecting the database	asp.net
focus issues in os spaces	osx,spaces,focus
does weak compactness imply boundedness in normed vector space not necessarily complete 	log displaying log messages using p	java,log4j
am formatting my switch statements wrong 	javascript,syntax,switch-statement
in windows xp environment variables what is the difference between user and system variables 	android external storage read only one line	android,file,programming-languages,saving
how to close dropdown on click in mobile browser	jquery,mobile,drop-down-menu
checking if any of list of values falls within table of ranges	mysql,perl
how could let xterm forward the signal to child process in it 	signals,xterm
how can find the close html tag quickly in vim 	html,vim
grails mail plugin not rendering template properly	grails,service,gsp
how to model eclipse extension points in uml class diagram 	eclipse,eclipse-plugin,uml
poisson integral in 	maps in opposite categories	category-theory
related to apt get update command	linux,ubuntu,apt
spring in production	php passing mysqli connection as argument not working every time	php,mysqli
liferay portal error	scrolltop and getselection 	javascript,jquery,scrolltop,getselection
why am getting arrayindexoutofboundsexception in spite of initializing the array with size	rails migration for creating fixed length char column	sql,ruby-on-rails,rails-migrations
gps location listener stop	toolbar not showing in uiview	facebook fql stream query only returning items	facebook,stream,facebook-fql,fql,photos
how to translate math espression in string to integer	php,math,eval
jquery not selecting the expected div element 	reader close and dispose	changing default animation of sheet on blackberry 	cannot reposition imageview in collectionview cellforitematindexpath 	ios,objective-c,uicollectionview,uicollectionviewcell
how to force datagrid to rebuild visualtree for its columns	intel hd graphics how to create keyboard shortcut to switch profiles 	keyboard-shortcuts,intel-graphics
how to call matlab from command line and print to stdout before exiting	matlab,command-line
how to autopromote user to group 	mediawiki
sharepoint web part gridview paging problem	sharepoint-designer
imageadapter and listview java lang outofmemoryerror bitmap size exceeds vm budget 	android,outofmemory
multiple or operators with elem value match	can anybody suggest me simple table management system	php,javascript
numpy sum of values in subarrays between pairs of indices	python,numpy,sum
using the controls of one form into another	c#,winforms,oop
shortcut for specifying modified files as arguments to git diff	git,diff
vagrant to test chef recipies but how to deal with private git	git,github,chef,vagrant
forcing custom permalinks in wordpress	wordpress,.htaccess,wordpress-theming,permalinks
how can clear customvalidator errormessage through javascript	javascript,asp.net
what is the html displayfor syntax for 	adding text in sql query using for loop	php,sql,for-loop,sql-update
and another nginx redirect rewrite syntax q	nginx,rewrite
date retrieval in mysql	onclick validate edittext if user enters an int with string	java,android
jquery ctrl scroll zoom	jquery,scroll,zoom
using selenium grid with phpunit tests	php,selenium,grid,phpunit
how much effort is sql server administration 	sql-server,administration,database-administration
send sms without any gateway using jsp servlet	jsp,networking,servlets,mobile,sms
deploying war with manifest mf dependencies get ignored	jboss7.x,java-ee-6,jboss-arquillian
parsing large text files modified on the fly	put run loop based nsthread to sleep for an indeterminate amount of time	cocoa,sleep,nsthread,nsoperationqueue,nsrunloop
make div appear after scrolling past the bend	algorithm to calculate diminishing value approaching limit	name scoping issue probably 	google app engine webapp domainroute and lazy handlers	should the domain for linux bind dns server match the active directory domain 	windows server with interdev users how to find and change	asp-classic,windows-server-2000
android opencv photo capture	android,opencv,camera,android-camera
turbo delphi reports	sql query help needed	sql,query,ms-access
how do make solaris shell more familiar for linux user 	why can windows users read pdf forms fill out with os lion	pdf,osx-lion
delegate function not called on three url request model	iphone,objective-c,three20
pulling parameters from datagridview net	c#,.net,sql,datagridview,parameterized-query
is it safe to use an events with threadpool registerwaitforsingleobject 	.net,multithreading
nhibernate linq query specified method is not supported error	c#,linq,nhibernate,lambda
eclipse makefile only for windows version 	c,eclipse,make
tools for iis tracing and monitoring	iis-7.5,tracing
how to do an inner join while preserving other columns for group concat 	mysql,join
non final variables and thread safety in jcip	java,concurrency,thread-safety
packing rd party framework into my own library framework on ios	ios,xcode,static-libraries,ios-frameworks
capturing system level keystrokes with adobe air	can upgrade my laptop video ram 	windows,graphics-card
starting process synchronously and streaming the output	.net,f#,synchronous,processstartinfo
are time machine backups secure 	osx,mac,security,external-hard-drive,time-machine
why eclipse open some files in readonly mode 	android,eclipse
how can make my page load different image based on resolution 	html,html5,joomla,resolution
sharepoint list send email programatically	list
designer workflow error only on first run after reset	if every proper quotient is finite then cong mathbb 	group-theory,abelian-groups
i need your advice about php application structure not mvc but something simplier 	php,structure
deadlock on bulk inserts	sql-server,oledb
which element of network refused connection	linux,tcp,udp
how to catch exceptions using oauth plugin for grails	python concatenation	python,concatenation
ios zoom algorithm	iphone,ios,uigesturerecognizer,zooming
why does the wireless network icon have red over it when everything seems to work 	windows-7,wireless-networking
prevent highlight of text	javascript,jquery,html
how to correctly use xml utility unescape 	xml,scala
determining the output format for hadoop map reduce jobs	hadoop
how to change the tab color of worksheet with apache poi	java,apache-poi
delphi progress bar	delphi,progress-bar
pros cons of using linq in design patterns app tier architecture 	linq,design-patterns,architecture
at which does binary search become faster than linear search on modern cpu 	algorithm,search,premature-optimization
integral of involving airy function without using its antiderivative	complex-analysis,definite-integral,contour-integration
viewstate not created until second ajax submission primefaces composite component	ntfs hard disk repair utility in linux	ntfs,hard-drive,formatting
disposing underlying object from finalizer in an immutable object	qt jambi vs swt for cross platform gui development	word problem adding an amount after certain limit	algebra-precalculus
good javascript code	javascript,object,coding-style
what to use for php documentation generation 	how long can store the subscribe personal information 	ssh allow user some root functions	ssh
handling bool value with an if statement	c++,qt,if-statement,boolean,return
adobe air native installer is not including class files and properties files	actionscript-3,flex,air
disabled form elements asp net mvc update	asp.net-mvc
how to interpret structure without definition 	c,open-source,structure,fuse
sharepoint javascript client object model cross site collections 	client-object-model,site-collection
how can find latitude and longitude	php,latitude-longitude
change one value in style attribute by js 	javascript,dojo
how to shift navigation bar position on the screen	objective-c,ios,uinavigationbar,statusbar
what is the difference between using struct with two fields and pair 	how to display data bound collection of int in sorted manner	c#,wpf,data-binding,itemscontrol
vim function to show documentation g phpdoc for tag somewhere like in preview window	envers audit table name	how to find out which set of lists is the most similar to an original one 	computer-science,dynamic-programming,html-lists,list-comparison
request for member in something not structure or union	bison,gnu-flex
listview doesn refresh upon addition to sqlitedatabase	android,sqlite,listview,cursor,simplecursoradapter
coderush xpress commercial using	coderush-xpress
javascript not constructor exception while creating objects	mail rules some work some don t	email,apple,rules
accessing an html element with jquery element 	jquery,knockout.js
jquery get related or nearly elements 	javascript,jquery
nsmanagedobjectcontext locked	ios,core-data,nsmanagedobject,nsmanagedobjectcontext
click send settext from text field to textarea	java,gui,action,listener,settext
problem with enabling remote management of hyper server 	hyper-v-server-2008-r2,remote-management
which cast is fastest 	c#,casting,types
 net localization problem	to which part should add spring	hibernate,spring,struts
the set of complex numbers of modulus is group under multiplication	abstract-algebra,group-theory
uitextview setselectedrange changes editable property	uitextview
how to set multiple alarmmanagers 	android,application,alarmmanager,alarm
how to change the size of the input text box 	html,css
clipboard debugging	c#,serialization,clipboard
why does the java compiler sometimes allow the unboxing of null 	unix cygwin whatis returns all commands as nothing appropriate 	unix,command,cygwin
how to load image from url into imageview in android	java,android
scope inside python exec	how can run java code within phonegap cordova 	android,phonegap
getting the address of an overloaded static function	c++
cakephp error messages might be my htaccess file	php,mysql,cakephp
how to prevent sessions id from being seen in debugers 	php,security,session
jquery wont href	jquery,function,click,center
how to toggle two divs and change the height of divs to catch full size of main div	how do change the python version in maya 	python,scripting,swig,maya
how do query workitems with the build number starts with 	is there heartbeat timeout or disconnection support in dart web sockets 	dart
how to create table filled with buttons for android	android,android-layout,button
hosting multiple websites on apache 	redirect,apache2,folder,virtual,host
using backcolors	backcolor
mongodb bad performance	java,performance,mongodb
core bluetooth and backgrounding detection of device and triggering an action even after being days in background mode 	iphone,ios,core-bluetooth,bluetooth-lowenergy
acer aspire no network controller	why beaker library is so popular in python web development 	python,session,sqlalchemy,flask
sendmail failover procedure	sendmail,failover
border type in view border ios 	how can detect the click event of linkbutton in gridview 	play framework how to render nested list	algorithm for comparing two images with orientation	how to port an ios animation to android	android,ios5,android-video-player
what does mean in dell support context 	postfix recipient address rejected user unknown in local recipient table	email,postfix,emailserver
how to communicate between command prompt and vb net program 	vb.net,command-prompt
run delayed jobs and sidekiq at the same time	c override defaultvalue attribute 	c#,usercontrols,override
nuget error on creating mvc project in vs 	asp.net-mvc,asp.net-mvc-4,visual-studio-2012,nuget
how to add administrators to an app if only developer role is filled	facebook,apps,administrator
cron job that fired times rather than once daylight saving issue 	redhat,cron,daylight-saving
start rcp application form another rcp application	eclipse-rcp
can add pages to my custom menu via script 	fixed css element resizes scales to browser	css,browser,window,fixed,scalable
is it possible to use mixed v power on single server with dual power supplies 	datacenter,redundancy,power,rackmount,pdu
symfony log even more verbose when error occures	php,logging,symfony2
php mysql update limit	php,insert-update
firebug lite in browser mode ie deosn show	imageview within relativelayout has top and bottom padding	android,android-layout,android-widget,android-imageview
some dateformat am pm formatting options don appear to be working on avd for api level 	how is the stream cons translated in scala 	scala
multi column joins and federated tables	cancel navigation on frame 	generate reports in mysql between dates grouped by week	mysql,sql,group-by
windows dll unexpectedly loading more than once in the same application	windows,dll,c++-cli
memory diagram of dynamic allocation of multidimensional arrays	c++,dynamic,multidimensional-array
javascript function change content in div	should always use generics 	java,generics,testing,coding-style,junit
long time curl execute in one server and not in another server with same script	couchdb httpwebrequest	getting weird error when using window open	javascript,firefox,exception
how to pass parameters to my applet using jarclassloader appletlauncher 	java,applet,classloader
qt qnetworkaccessmanager and signals	c++,qt
multiple small crc checks or single large crc check 	crc,error-detection,crc16
c transactionscope insert select in same transaction multiple connections	c#,transactionscope,msdtc
generating function for binom 	combinatorics,generating-functions,partitions,infinite-product,theta-functions
how to identify different types of ram	memory
how to do recursive query in linq sql 	linq-to-sql
is typhoeus safe to use with activerecord resque 	ruby,ruby-on-rails-3,concurrency,resque,typhoeus
backbone js vs pusherapp what is the difference 	javascript,backbone.js,socket.io
mongodb sleepy mongoose http interface regex not working	database,query,mongodb,nosql,mongoose
htmlunit onclick execution download file	java,htmlunit
how to make poligon with width of the of the screen	why am getting com vaadin event listenermethod methodexception 	append nsinteger to nsmutabledata	objective-c
generating differential file package in tfs 	tfs,tfs2008
are there any differences between etc and private etc 	osx,mac
non asp net on the cloud	how to make radgrid lighter 	asp.net
spring data jpa repository illegalargumentexception this argument is required	hibernate,spring,jpa,maven,repository
determining requester ip address in rpc call	go,rpc
how to optimize multiple repetitive images in html table	html,image
issues with gridlayout	java,swing,layout-manager
does mysql show command count for wait timeout 	mysql,timeout
what are the current differences between jquery and prototype 	javascript,jquery,ruby-on-rails,prototypejs
why xfce always replace new files in config xfce panel 	configuration,xfce
how to add items to wiki page library in sharepoint via web services 	web-services,sharepoint,wiki
install virtual machines on mac os x	osx,virtual-machine,vmware
what the memory cap for bit systems	sql year plus parameter returns nothing	edit and update gridview rows on mouse click event	c#,asp.net,.net
some values of webpage missing after parsing from jsoup	how to enable mouse wheel scrolling in gnu screen 	ubuntu,gnu-screen
find time duration	how do fix blackberry app submission compatibility 	android,application,blackberry,compatibility
which is the best php cms to create business directory 	php,content-management-system,directory
youtube api subscription contentdetails totalitemcount and newitemcount are broken	youtube-api
how do install the cs cz iso locale on ubuntu 	ubuntu,locale,utf-8
how do you display content of multiple edit text fields to one text view 	 net program writable folder only to specified set of processes	.net,permissions
how to parameterize an xpath for xml in actionscript 	xml,actionscript-3,xpath
emacs as an editor as opposed to vim 	vim,emacs
garbage collecting third party swf in air	will these objects be collected by gc 	sql order by date and by time	mysql,sql,date,time,order
fill multi dimensional array	swing how to handle multiple cross dependent components 	java,swing
how do create an excel automation add in in that wraps an rtd function 	single sign on using same application but multiple domains asp net mvc	asp.net-mvc,authentication,oauth,single-sign-on
 htaccess and linux permissions	linux,apache2,permissions,.htaccess
bind an interface in java tcp connection	lost session cookie when login as another user	help with the definition of clique percolation	graph-theory,graph-algorithms,clique
graphview library remove series	android,android-graphview
concurrentmodificationexception with synchronized and unsynchronized methods	java,multithreading
hints on diagnosing performance issue in openbsd firewall	firewall,openbsd
how to kill firefox child process tab from java 	java,c++,c
using asynctask in simplecursoradapter	android,android-widget
a save as window pops up when try to do things in outlook and word	office-2003
how to use session cookie in website written in visual studio 	c#,database,login,session-cookies,sql-update
what does int mean in assembly 	assembly,int
multithreaded server	c#,wcf,iis-7.5,wcf-binding
using preprocessor concatenation to get number in exponential notation	stirling approximation and binomial random variable	exceptions in javascript should use them and how 	javascript,exception,try-catch
how to differentiate two constructors with the same parameters 	need advice from mongodb experts developers before on switching from rdbms	does an idisposable from iobservable subscribe hold reference to the source 	.net,system.reactive
nhibernate error trying to evict entity	.net,wpf,nhibernate,fluent-nhibernate
how to look at past dml on your table 	oracle rac failover backup procedure	oracle,database-backup,rac
format string become xxx xx or etc	java,string,formatting
putting items in javascript arrays on arbitrary indices	jquery bounce effect breaks inline alignment of list	system calls how to find character within string if he character exists	c,file-io,system,filehandle
how to call gwt java function from javascript 	java,javascript,gwt,jsni
ios facebook connect feed on wall	ios,facebook,feed,connect
modal partial curl while hiding should reload parents tableview	get thumbnail from youtube vimeo mtv and vh using php	php,youtube,vimeo
is there limit to the number of parameters in tstoredproc 	delphi,delphi-7,bde
icommand in mvvm wpf	wpf,mvvm
silverlight get row from value	how can tell when an ftp is complete 	c app compiled using mono on windows for zero install solution 	c#,windows,mono
how do you start coldfusion mx 	webserver,windows-service,startup,coldfusion
selective pointer device remapping in linux	linux,tablet
is it acceptable to use lambda functions methods in business software 	lambda
appending digit at time to an element from digit string 	javascript,jquery,arrays
converting from jagged array to double pointer in 	c#,arrays,pointers,jagged-arrays,double-pointer
ssrs parameter ordering when they have forward dependencies 	reporting-services,ssrs-2008,reportingservices-2005,ssrs-reports
does iphone os ruin your development phone 	iphone
how could share this instance over my application in 	alter secondary loop to exclude posts from current page category	php,loop,wp-query,exclude
repeating code contract requirements down the inheritance chain 	signalr wont load signalr hubs in iis in asp net web app	asp.net,signalr
xml maxlength for decimal type	asp net mvc secure login	asp.net-mvc-3,security,ssl-certificate,antiforgerytoken
how to create literal xml string with objective 	objective-c,xml,string-literals
routing to actions using ajax asp net mvc	jquery-ajax,asp.net-mvc-4,jqgrid-asp.net
change dragging object and restore it after dropping it	javascript,jquery,jquery-ui,draggable,droppable
php web service example	php,web-services,example
mootools scrollable not working	scrolling,mootools
my computer starts up everyday at the same time	php simple html dom instedad regex any advantages to run dom document instead sloppy regex	php,regex,parsing,dom
easy beautiful chart	javascript,charts
asp net mvc memberships	asp.net-mvc,membership
how to subtract the same amounts to all values in column 	mysql,phpmyadmin
webview not showing in nswindow	c++,objective-c,cocoa,webkit,objective-c++
can cheap dx battery damage my camera 	canon,battery,third-party
how to trigger focusout event on ul element 	javascript,jquery,jquery-plugins
multiple recodes in r	streaming html from java web application	issues with font size 	css,fontsize,css-reset
graph implementations and initialization of adjacency matrices	java,algorithm,optimization,data-structures,graph
title page line spacing in latex	line-spacing
how to insert data using multiple tables	jgit pullcommand exception	jgit
how to get reliable http messages via firefox xpcom in javascript	wcf authentication authorization using windows identity foundation	wcf,wif
loading data into model by id extjs	javascript,extjs,extjs4
my program provides callback function for hook how can keep it alive un kludgily 	c++,c,windows,hook,callback
how do you deal with lack of consensus on methodology and practices without direction from management 	how to parse json when entire string is enclosed in brackets	php,jquery,json
comma delineation of consecutive endnotes	footnotes,endnotes
cursoradapter adapts to the wrong fields	android,android-layout,simplecursoradapter
